clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,method,step,epoch,train_loss,test_loss,test_accuracy,wall_seconds,config_fingerprint
1.0,0.0005511093186214566,0.00032586882498006976,0.5912961690747631,1027.3115234375,1836.49072265625,5516.3994140625,9365.1796875,0.0001812778355088085,0.0005445557180792093,0.0009734205086715519,0.00019910217088181525,0.026389993727207184,0.9488856792449951,0.024525240063667297,0.7259363100579193,0.9998814534951106,0.00011855281336390936,0.687761930999334,0.12513781866068802,1.898026167895544,1.897935625156794,1.9022731028232795,0.19022731028232798,0.06593364759159524,syn_diag,1,1,2.3067173957824707,,,2.3239676002413034,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0006015411345288157,0.00027981990745394456,0.46517167683914,1078.97412109375,1564.293212890625,4456.44921875,8749.423828125,0.00022439402528107166,0.0006392699433490634,0.00092680798843503,0.0002377484634052962,0.0300816111266613,0.9562960863113403,0.013384501449763775,0.6272481411291548,0.9998573584873424,0.00014265720233962092,0.7788194716613567,0.10885076102185821,1.9019209135974315,1.897935625156794,1.9049017964893074,0.19049017964893075,0.057352188124298674,syn_diag,2,1,2.3142735958099365,,,2.3936452018097043,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0006543244235217571,0.00028105803606314785,0.4295392736132239,1034.8553466796875,1508.2830810546875,3874.71728515625,8378.5205078125,0.00025808383361436427,0.0006630056886933744,0.0009663186501711607,0.00027076713740825653,0.030494850128889084,0.9558185338973999,0.013415861874818802,0.8224762876229256,0.9996911379775301,0.000308884845262754,0.5687993989907649,0.11243937442556161,1.9008806982340032,1.897935625156794,1.904314595928507,0.1904314595928507,0.059242986398030974,syn_diag,3,1,2.3079583644866943,,,2.4552262285724282,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0005724852089770138,0.0003323783312513188,0.5805884585299892,972.3583984375,1873.2431640625,4513.2607421875,8427.5263671875,0.0002215742424596101,0.000533841666765511,0.0010284606833010912,0.00022620000527240336,0.027597157284617424,0.955424964427948,0.016751673072576523,0.6683292505727819,0.9997974997114363,0.00020252569982321362,0.7438655878703743,0.09982622754780911,1.896172515196856,1.897935625156794,1.8989152286791715,0.18989152286791716,0.05259726738071507,syn_diag,4,1,2.3046040534973145,,,2.517150081694126,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0005667268997058272,0.00028697856107445384,0.5063789096269394,1053.4462890625,1846.123779296875,4201.3701171875,8908.6513671875,0.00023801848874427378,0.0005416785134002566,0.000949295237660408,0.00021141153411008418,0.024510152637958527,0.957014799118042,0.018263615667819977,0.7653731824006448,0.9996995824453774,0.00030044947816304117,0.6435867398062383,0.11064892755906322,1.9031808491312485,1.897935625156794,1.9061202223823321,0.19061202223823323,0.05829962096309978,syn_diag,5,1,2.2998859882354736,,,2.580682328902185,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0005161063745617867,0.00029566110216849406,0.5728685219459377,1078.75537109375,1940.97802734375,7070.47216796875,9266.517578125,0.00014144813758321106,0.0005152268568053842,0.00092700234381482,0.00019107654225081205,0.02574261836707592,0.950756311416626,0.02330995723605156,0.7063950878501462,0.9998379225257004,0.00016209066609527625,0.7078177589270735,0.11597961773930891,1.8970184430431927,1.897935625156794,1.9001948561913302,0.19001948561913304,0.06110829903920813,syn_diag,6,1,2.3039181232452393,,,2.6425480665639043,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.00043499728781171143,0.00025923070691470884,0.595936372999393,1258.668701171875,2343.41259765625,8242.7783203125,9561.505859375,0.0001213251962326467,0.0004267948097549379,0.0007946312543936074,0.00014171312795951962,0.018144313246011734,0.9510082602500916,0.030705688521265984,0.8228000721134368,0.9998765104472171,0.00012349319129186082,0.5683309258914514,0.1176930287526055,1.9022060921560406,1.897935625156794,1.9055225657666066,0.19055225657666067,0.062011075187452955,syn_diag,7,1,2.30295729637146,,,2.7061689468100667,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0004874999285675585,0.00026852162854956637,0.5508136977991057,1188.5390625,1989.747314453125,6155.6630859375,9423.248046875,0.0001624888100195676,0.0005025792634114623,0.0008413693867623806,0.00016760284779593349,0.025988616049289703,0.9469810724258423,0.026862777769565582,0.8120271244591941,0.9998467703681075,0.00015323569751196918,0.5836196956384174,0.12491782159094027,1.8973013566457133,1.897935625156794,1.9013314275123347,0.1901331427512335,0.06581773371821008,syn_diag,8,1,2.3029098510742188,,,2.767569588497281,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.0004835142462980002,0.00026964703769678767,0.5576816842110205,1127.602294921875,2105.75927734375,7980.22607421875,9949.251953125,0.00012531614629551768,0.0004748883075080812,0.000887025089468807,0.00016593131294939667,0.02297792211174965,0.9425269961357117,0.034329138696193695,0.7911408270380568,0.9998694444553204,0.00013056063947587272,0.6116340341970062,0.13766018598655147,1.9039278889696043,1.897935625156794,1.908270127305031,0.19082701273050312,0.07253153592873121,syn_diag,9,1,2.288773536682129,,,2.831680379807949,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
1.0,0.00038639677222818136,0.0002559123466450848,0.6623045365118378,1357.719482421875,3283.40771484375,8431.72265625,10303.333984375,0.0001186042936751619,0.000304561632219702,0.0007366091595031321,0.00011694486602209508,0.018649350851774216,0.9342447519302368,0.04698900505900383,0.9264601735465581,0.999846829807465,0.00015317212906801312,0.376392809217043,0.15876967743264953,1.8975386377890404,1.897935625156794,1.904571777802682,0.19045717778026822,0.08365387915591153,syn_diag,10,1,2.2997288703918457,,,2.895640133880079,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
