clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,cos_method_adam_noisy,cos_method_adam_current_noise_off,noise_degradation_method,method_direction_norm,method_direction_norm_current_noise_off,method_clip_cosine,loss_progress_adam,loss_progress_method,loss_progress_current_noise_off,candidate_loss_adam,candidate_loss_method,candidate_loss_current_noise_off,method_update_norm,seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,batch_hash,noise_hash
1.0,0.0013738577254116535,0.0003132463207048195,0.2280049203120709,577.1094970703125,722.8547973632812,1050.93505859375,1453.738525390625,0.000951539259403944,0.0013834037818014622,0.0017327935202047229,0.0008321359637193382,0.020469095557928085,0.960829496383667,0.01786927320063114,0.9296056340321138,0.9990505941202825,0.0009494767983198445,0.36855578298764835,0.12855120928232325,1.8980261677317172,1.897935625156794,1.9024241075806576,0.0019024245844604887,0.0677321230384911,0.031850673659901574,0.4676341523264184,0.43578347866651684,1.9024241367079782,0.12855121107175554,0.9296056338330861,0.1967030498166861,0.023059530228152297,0.3449644539105999,2.224404811859131,2.306673526763916,2.306673049926758,0.0019024245844604887,42,syn_diag_beta1,1,1,2.3067173957824707,,,True,365f125372508b68c99ac52bbe277d4f02b1bca725c340fa000320eb35bdc3e7,87bcec29b4385eb2c3a1d9f4e7e128db4ab15d48e850d0ab37a3c32bf8098479
1.0,0.0013299111742526293,0.0002942221765499675,0.22123446572659583,595.8843994140625,729.68701171875,1123.840087890625,1404.86328125,0.0008898179512470961,0.0013704507146030664,0.0016781778540462255,0.000823655107524246,0.019715024158358574,0.9620503783226013,0.017410941421985626,0.9261553158968964,0.999125768419125,0.0008742950129186744,0.37714232172179984,0.12869007461519483,1.9019209136728952,1.897935625156794,1.9062236124426564,0.0013515215807252928,0.06780528955216568,0.04720249788946992,0.0664575977438396,0.019255099854369677,1.3515211232356934,0.9073673346036685,0.9261553160959232,,,,,,,0.0013515215807252928,42,syn_diag_beta1,2,1,2.3159797191619873,,,False,1dbfb64c7f28e70a87ee2564f8091689c7599860a414afe9d224b7ef17460956,ae3f050d2990fddaa2bc6d2ca0933580e56fb085dee621bde0d6f02b393e48bb
1.0,0.0013504703529179096,0.00026572703095744543,0.19676628966637938,621.4920654296875,718.5985107421875,1012.0692138671875,1366.4249267578125,0.0009880746947601438,0.0013915980234742165,0.0016090315766632557,0.0008689210517331958,0.020133353769779205,0.9608298540115356,0.018167849630117416,0.9137900369435913,0.9989893214607546,0.001010779576366187,0.40618686386860636,0.10259508349326617,1.900880698299595,1.897935625156794,1.903792364130917,0.00110752348142527,0.054056145073274775,0.05685891871375376,0.07078791095197828,0.013928992238224525,1.1075242839453299,0.8562201558224689,0.9137900369025247,,,,,,,0.00110752348142527,42,syn_diag_beta1,3,1,2.3106529712677,,,False,e30266baa9027f5979bfd36e55124c91ed93fd846bc06dba69dba2cc2086279a,d5d47fe8853f0660e0b1b65c9d46a9459118954ab11e2d499ebfc8f52cba03c5
1.0,0.0013912837021052837,0.00031218592647484637,0.2243869599419424,580.5578002929688,712.247802734375,983.4635009765625,1376.04833984375,0.0010168226435780525,0.001404005684889853,0.0017225035699084401,0.0008699349127709866,0.020588679239153862,0.9602310061454773,0.01831040531396866,0.8834314093152187,0.9988667958295824,0.0011333850556388898,0.4685605030637374,0.11022763776893434,1.896172514969474,1.897935625156794,1.8994695383381954,0.000961785523462535,0.0580776483184302,0.06486141616066046,0.07754660442063822,0.012685188259977762,0.961784832888683,0.7883865859140724,0.8834314089209634,,,,,,,0.000961785523462535,42,syn_diag_beta1,4,1,2.30895733833313,,,False,f8a12503f3f4a8e289f8fbc13ae061510696397b196495fc30250632ed31fc9b,bb034a55ac7da3fa3c2780952d6749a7bafebb374db3f9ce317ad3a28d67c392
1.0,0.0013642571866512299,0.00026442182095654963,0.1938210976796767,600.68408203125,725.8756103515625,967.5,1343.4091796875,0.0010335943661630154,0.0013776479754596949,0.0016647730953991413,0.0008531934581696987,0.019630365073680878,0.9615330696105957,0.01798330992460251,0.92048709161876,0.9989117682364143,0.0010883386160537806,0.39077297009947726,0.10643895717752652,1.903180849241355,1.897935625156794,1.905949150876816,0.0008642376936033052,0.056081436992193666,0.07046367419339793,0.0837690151349509,0.013305340941552973,0.8642369998963063,0.7297590737469212,0.9204870916441125,,,,,,,0.0008642376936033052,42,syn_diag_beta1,5,1,2.3060503005981445,,,False,33c3b78c677817922687626794cec3c5ee2431fe34ab1e7c962626cbdf890456,53fddc6591757282bf25e8fe9dab0becaad89809769e0eeef1b35c05a6f51056
1.0,0.0013635398354381323,0.0002791062515543962,0.2046923929868651,583.4638671875,722.3272705078125,985.6343994140625,1336.4453125,0.0010145753622055054,0.001384414848871529,0.001713912351988256,0.0008456038776785135,0.019945606589317322,0.9616683721542358,0.01754038967192173,0.8985439898844503,0.9989042463931852,0.0010958970253868703,0.4388834677211262,0.10666693742419088,1.8970184428711854,1.897935625156794,1.8996272348889562,0.0007930518098808353,0.056201557107777356,0.07356985198216828,0.08776505486631582,0.014195202884147537,0.7930517130115103,0.6822761870661964,0.8985439899032612,,,,,,,0.0007930518098808353,42,syn_diag_beta1,6,1,2.3113155364990234,,,False,0a6f97f3bf97c9b31ed4f24a479f1d784047c6a545a5e9cdc27d7c1ce831afe8,40a30e2ca390d2855c469165fff3a800e3ccf7d76af28d6a1d55332101ef2aed
1.0,0.0013388744555413723,0.00029474789500836683,0.22014602067871109,596.2757568359375,736.5834350585938,1031.501220703125,1371.6142578125,0.0009694804903119802,0.0013576196506619453,0.001677106600254774,0.0008076743106357753,0.019329391419887543,0.9624690413475037,0.01739388331770897,0.8954541891064584,0.9990625855682156,0.0009375231430303698,0.4451536759459631,0.11350615595877188,1.9022060925784565,1.897935625156794,1.905465165177862,0.0007399916397226266,0.05980506106435248,0.07881648369342031,0.09099020475541023,0.012173721061989912,0.7399923552048343,0.6436660374004365,0.8954541894787638,,,,,,,0.0007399916397226266,42,syn_diag_beta1,7,1,2.3093810081481934,,,False,f393acdb7da163715c19a38fcae0d8c94d0bcc1423103592b5c2a124bb914ab2,afe5319f0d9157f8344f294c98a0fec28b5c239d3b266ae71bb5354d6a550015
1.0,0.0013381349854171276,0.0002721590265245851,0.2033868316929397,603.0343017578125,735.61474609375,1016.8760986328125,1327.463623046875,0.0009834043448790908,0.0013594075571745634,0.0016582809621468186,0.0008503865683451295,0.020540695637464523,0.9609953165054321,0.01761360839009285,0.9359151066916147,0.9990162822029225,0.000983786404023915,0.3522256564538529,0.11950251402670585,1.8973013565864778,1.897935625156794,1.9008231977864813,0.000697008634414851,0.06296447173584743,0.08369821500145344,0.09539130363350204,0.011693088632048598,0.6970083249021735,0.612679064851609,0.9359151067569307,,,,,,,0.000697008634414851,42,syn_diag_beta1,8,1,2.313495397567749,,,False,75853206b7a27d5f11210a1dc173e6f8f87e589da69b2de7e8c8bcf7922b1508,63c07ff00deb47f6b008a361a421b1dbacde87bbd845cc32151971ed599e436f
1.0,0.0013758158311247826,0.00027733989525408065,0.20158212145437174,589.4776611328125,704.9901123046875,986.465576171875,1381.432373046875,0.0010137239005416632,0.0014184615574777126,0.0016964307287707925,0.0008947855094447732,0.020582739263772964,0.9607741236686707,0.01774831861257553,0.9225600886240607,0.9988932944688748,0.0011068127952951613,0.3858534474064435,0.11777447248507607,1.9039278889039264,1.897935625156794,1.9075171264036008,0.0006635521963802278,0.06205398693397955,0.08895490483822298,0.10205718987765543,0.013102285039432449,0.6635517910711284,0.585857193821141,0.9225600886023074,,,,,,,0.0006635521963802278,42,syn_diag_beta1,9,1,2.3028478622436523,,,False,9eb39b84fdee49292aa72a571277474e28cfec00776e05e1edbebb074c24573a,c6cff9249b4ca64e5b585325a816267fd79da5550f83d10e142b9021bf87f2f9
1.0,0.0013355917762964964,0.0002720929568075699,0.2037246489567504,599.292236328125,730.780517578125,1030.058349609375,1339.997802734375,0.0009708263678476214,0.0013684006407856941,0.0016686507733538747,0.0008055103244259953,0.019787771627306938,0.9612444639205933,0.018162239342927933,0.9451211451152864,0.9991065484978853,0.0008934992466044061,0.32672009588359624,0.11971642416680578,1.8975386376772865,1.897935625156794,1.901033430186,0.0006350978720168868,0.06307717847745893,0.09110857646105361,0.10441758149565172,0.013309005034598115,0.6350982719873559,0.5642687473784803,0.945121144890326,,,,,,,0.0006350978720168868,42,syn_diag_beta1,10,1,2.3134560585021973,,,False,508b4084b7c615e55e748c222bdf469b8667b740ad9a8ab2bde9dc323ce8d8be,23e4083db243015d6dfd9934ecb1875a9335ecba5da129e524ef70fa42bd45ff
