seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,refresh_time,diagnostic_spectrum_time,beta_observation_time,oracle_diagnostic_time,reconstruction_diagnostic_time,wiener_filter_time,beta_controller_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite,oracle_diagnostics_finite,oracle_diagnostic_error,gradient_norm_into_adam,adam_first_moment_norm,adam_second_moment_sqrt_norm,adam_normalized_update_norm,parameter_update_norm,filter_gradient_norm_ratio,beta_train,alpha,clean_gradient_distortion
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,1,2.30613374710083,0.001,,,1.0,0.11232339510600388,1.8956426988341286,1.8990078838153743,0.4848343141689094,284.82133708192845,18.631299362644214,0.0595074722563965,0.11585234556731719,0.33735111722204275,0.06416524887718214,0.00351097291433897,0.018459067111925777,7.2078226960051905,0.9345860125736305,,,,,,,0.1478075571358204,0.004462510347366333,0.0007335860282182693,0.0006399685516953468,0.012849855236709118,0.0015501147136092186,7.016584277153015e-06,10905008,True,True,True,,0.4848343141689094,0.0484834322523407,0.015331807568158358,454.84997816984065,0.45484994682663243,0.25530926875080107,,0.75,0.5967384161515956
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,1,2.300626516342163,0.001,,,1.0,0.10340213578589783,1.894418340520433,1.8971488468624569,0.48305610960457546,335.6547215635723,21.92829115765611,0.05363965229737401,0.0958765367576366,0.31094440956616254,0.06421207433370608,0.0029792519981483275,0.01442690900750717,6.850660532384741,0.9346700947464646,,,,,,,0.0,0.0,0.0005303556099534035,0.0004594000056385994,0.014068455435335636,0.0011109765619039536,6.245449185371399e-06,10905008,True,True,True,,0.4830561096045754,0.06546895382174012,0.021637293693235853,322.9388127346056,0.3229388293115976,0.2546221454386478,,0.75,0.6106079768293229
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,2,1,2.2986679077148438,0.001,,,1.0,0.10599028691403957,1.894425339730007,1.8977302094711446,0.48323831146183505,319.4646823416992,20.815568665606886,0.05907926446004356,0.1065271691031708,0.3203696779072617,0.06409286345139735,0.0031302364711511556,0.01564656025832941,6.988417297071914,0.934842347789366,,,,,,,0.0,0.0,0.0007251016795635223,0.0006325021386146545,0.012634221464395523,0.0015390999615192413,7.296912372112274e-06,10905008,True,True,True,,0.4832383114618351,0.07632702494986865,0.0264806266650567,264.3924258437704,0.2643924324740738,0.2546401533000325,,0.75,0.607506179116246
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,3,1,2.2803127765655518,0.001,,,1.0,0.1085216689170321,1.8974320165138205,1.9000339744327654,0.4843114262702003,305.7028733803925,19.981941753947954,0.05251779688326597,0.10472306120782778,0.33226954425497474,0.06407906116919292,0.003271150149349397,0.01696191469677841,7.147743954881296,0.9346360682417321,,,,,,,0.0,0.0,0.0005904408171772957,0.0005258861929178238,0.013440478593111038,0.0012271851301193237,5.45009970664978e-06,10905008,True,True,True,,0.4843114262702003,0.08440932514296721,0.03057907687642334,230.36141698820407,0.23036141939499094,0.25489619279822945,,0.75,0.600291603977848
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,4,1,2.2770066261291504,0.001,,,1.0,0.10942316770659602,1.8979341094579059,1.9010288831030435,0.48442378096555255,300.8456218954182,19.682615186734296,0.057039582220448345,0.10348994539473601,0.28208261557411574,0.06411088592654877,0.0033239639440850164,0.014625167472651074,6.434445435529852,0.9345756967885309,,,,,,,0.0,0.0,0.0005275076255202293,0.0004625106230378151,0.01384180411696434,0.001330462284386158,5.602836608886719e-06,10905008,True,True,True,,0.4844237809655525,0.09046101262179888,0.0341878821430928,207.07062928864846,0.20707065864499108,0.25482189422331614,,0.75,0.6217420656967146
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,5,1,2.276376962661743,0.001,,,1.0,0.11898868480256858,1.9004226536999336,1.9042629558476825,0.4863582050032635,255.08743623899537,16.753975812479027,0.06348468540088102,0.11659248212401413,0.3352853140412263,0.06436350176591805,0.003920224432347886,0.020421413439860907,7.167748667572262,0.9343206546763153,,,,,,,0.0,0.0,0.0007234625518321991,0.0006371298804879189,0.012740488164126873,0.001521633006632328,6.87967985868454e-06,10905008,True,True,True,,0.4863582050032635,0.0953441633064136,0.03747248062202245,190.32844120895467,0.19032843905091734,0.2554049604912685,,0.75,0.5945674738730958
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,6,1,2.2733187675476074,0.001,,,1.0,0.12049964028251359,1.9000190425828143,1.9040446566024156,0.48651695289301644,248.6247768223237,16.294892031576335,0.0650154399032761,0.1246429508434675,0.34462058732470496,0.06417328168230065,0.004022125279354156,0.021599443566189726,7.29986969453879,0.9344599028309365,,,,,,,0.0,0.0,0.0005470253527164459,0.0004666633903980255,0.014085141941905022,0.0012086620554327965,6.616115570068359e-06,10905008,True,True,True,,0.4865169528930164,0.0986402273924404,0.040490509898694925,176.88778677671837,0.17688777919552304,0.2555176167775178,,0.75,0.5922993950435086
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,7,1,2.2650468349456787,0.001,,,1.0,0.10038297527442255,1.901413690741754,1.9039903469740216,0.4840764346545335,358.7840317502044,23.426140076798948,0.052012099990062274,0.08589269538324093,0.25791391754569626,0.06413973945241297,0.0027871920470438137,0.011207647957579486,6.0434758667383415,0.934706848678532,,,,,,,0.0,0.0,0.0006954474374651909,0.0006075417622923851,0.013018469326198101,0.0014621717855334282,7.49342143535614e-06,10905008,True,True,True,,0.4840764346545335,0.10146316755498035,0.04326860221223889,166.6346617702856,0.16663466136292024,0.2542431139022672,,0.75,0.6390138632493092
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,8,1,2.2588696479797363,0.001,,,1.0,0.1068750598269865,1.8965725856865545,1.899679061139145,0.48385318327781895,314.9098141717624,20.57444717004983,0.05717242237575054,0.10180567947005213,0.29219047865679504,0.06410717056803236,0.003175512336896367,0.01447348965106563,6.587594505023985,0.9346655891809643,,,,,,,0.0,0.0,0.0006595104932785034,0.0005805529654026031,0.012746332213282585,0.0014089252799749374,7.1320682764053345e-06,10905008,True,True,True,,0.48385318327781895,0.10356704625826525,0.045873889127099415,158.29459608373207,0.15829460389570196,0.254702593283139,,0.75,0.6207236760051613
456,dp_fisher_wiener_adaptive_beta_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,9,1,2.2531161308288574,0.001,,,1.0,0.11926654986450876,1.8942913186333898,1.8979972713616025,0.4838711521696982,252.26455045837253,16.538185392862495,0.06246157552105833,0.11357044525576714,0.3168313313331284,0.06410878083158905,0.003964092450217001,0.019590899597857155,6.939106042983294,0.9344411041392559,,,,,,,0.0,0.0,0.000678730197250843,0.000577474944293499,0.012627026066184044,0.001372077502310276,6.474554538726807e-06,10905008,True,True,True,,0.4838711521696983,0.10551589827425592,0.048336741927356104,151.63225930406358,0.15163225996219296,0.2549377491057057,,0.75,0.6064839855464846
