method,step,epoch,layer,v_syn_q01,v_syn_q05,v_syn_q50,v_syn_q95,v_syn_q99,sqrt_v_q01,sqrt_v_q05,sqrt_v_q50,sqrt_v_q95,sqrt_v_q99,P_q01,P_q05,P_q50,P_q95,P_q99,lambda_over_median,fraction_below_lambda,D_sample,D_time,A_new,A_old,stale_ratio,refresh_seconds
dp_sgd,0,1,conv1,3.6980900958372464e-05,6.659252907609609e-05,0.0001439134853079774,0.00043744799162019735,0.0009247303681899568,0.006081189786494264,0.008160397020146454,0.011996383967061687,0.020914788341216486,0.03040937718669687,32.88458768125269,47.815122675451974,83.35853163064334,122.54374341576452,164.44137565826287,8.335845224241628e-07,0.0,0.05662687452242123,,6.490851053327082e-07,,,2.0341053074225783
dp_sgd,0,1,conv2,7.583220584222149e-13,3.4616789067487943e-07,0.00010806182726684339,0.0005632263227270482,0.0008563730292941149,7.741440813257512e-07,0.0005883603343254054,0.010395276818139279,0.02373238972708743,0.029263806785934918,34.171997949527075,42.13648904068415,96.19748389207625,1699.609861038824,1615027.1460877112,9.619753446633053e-07,0.009698275862068966,0.6720453703175795,,1.4396756164964254e-05,,,2.0341053074225783
dp_sgd,0,1,fc1,0.0,0.0,7.550550093176282e-06,0.00020463223116619936,0.000452513868015706,0.0,0.0,0.002747826430674412,0.014304972252624594,0.021272373247743635,47.00930770811525,69.9057141370242,363.92268071173487,100000000.0,100000000.0,3.639240051106741e-06,0.10469447100063735,1.6746912184022036,,11.999999392806904,,,2.0341053074225783
dp_sgd,0,1,fc2,0.0,9.199050475944304e-11,0.00019712435067540193,0.0020435263851464967,0.004480911830310844,0.0,9.588479292000728e-06,0.014040025753669114,0.045205371819077175,0.06693868248562529,14.93945301625262,22.12126795095798,71.22562244051377,104241.24221550877,100000000.0,7.122494057667007e-07,0.03875968992248062,1.4522100737170318,,0.0009057082877747491,,,2.0341053074225783
dp_sgd,100,1,conv1,3.740218387863772e-05,6.382879545240998e-05,0.00014302900637459118,0.00040820354970998575,0.0009053071619178872,0.006115730415917779,0.007989174384016055,0.011959470062630982,0.020201567544419007,0.0300881407176423,33.2360765444153,49.512504483116494,83.61572321211061,125.17301068927681,163.51261011574442,8.36157450759159e-07,0.0,0.054827511944149226,0.0390907312893971,6.571793806733039e-07,0.05270198682164862,80194.09643308831,1.2445702133700252
dp_sgd,100,1,conv2,0.0,3.404735929720002e-07,0.00010768861396831441,0.0005581157223544744,0.0008374401370592543,0.0,0.0005834962447080241,0.010377312463190302,0.023624472894472986,0.028938551442467417,34.55598347099917,42.32896904051435,96.36397092183941,1713.8070323416089,100000000.0,9.636406377346083e-07,0.021120689655172414,0.16691112112259351,0.5890444035177641,1.451840147425587e-05,0.0828045568457526,5703.42067542088,1.2445702133700252
dp_sgd,100,1,fc1,0.0,0.0,7.587248556985182e-06,0.0002049418592728901,0.0004520845445702275,0.0,0.0,0.002754496061841856,0.014315790557014908,0.021262279834811604,47.03162310036858,69.85288709633383,363.0414955893083,100000000.0,100000000.0,3.6304281347613456e-06,0.10431604525175271,1.8264784797654816,1.0542750579637756,11.999999393265755,12.20910819877448,1.0174257346733748,1.2445702133700252
dp_sgd,100,1,fc2,0.0,6.007218826341121e-10,0.0002066385520717154,0.0020205344136934146,0.004563375000667186,0.0,2.450959069945501e-05,0.01437492315995791,0.04495032232027208,0.06755257687043958,14.80336066630595,22.2468089180138,69.56558671102549,40783.840247952314,100000000.0,6.956558924680388e-07,0.03875968992248062,1.8883936835067237,0.8760122885759597,0.00035412295907037196,1.4301887634631798,4038.6784386388563,1.2445702133700252
dp_sgd,200,1,conv1,3.790847343889938e-05,6.279671571625976e-05,0.00014182069373338494,0.0004180140137710948,0.000902233844749533,0.006156967689002027,0.007924274872352147,0.011908831460843754,0.02044327870313939,0.03003521190732658,33.2986505506851,48.92535311972301,83.97147732110663,126.19968602485633,162.4183033131798,8.397129502487299e-07,0.0,0.05563152809983844,0.03797136741295485,6.711969151696089e-07,0.05983266987026711,89143.11042689644,1.4969113608822227
dp_sgd,200,1,conv2,0.0,3.3693604852828975e-07,0.00010802428301835355,0.0005561891431416975,0.0008258351989846111,0.0,0.0005804617867966399,0.010393470635323459,0.02358366263062936,0.028737292417522486,34.79811334740697,42.40221681251388,96.21420472947003,1722.7374468384103,100000000.0,9.62142517246722e-07,0.021120689655172414,0.17444605472311062,0.14571699187397813,1.4595335177446699e-05,0.07635241707943291,5231.288690521274,1.4969113608822227
dp_sgd,200,1,fc1,0.0,0.0,7.501293575758273e-06,0.00020429009013930044,0.00044608879415328537,0.0,0.0,0.0027388489508814074,0.014293008435342319,0.021120814155586268,47.34663764118012,69.96422795896522,365.1155528400111,100000000.0,100000000.0,3.651168859378621e-06,0.11789953792224346,0.9805961152368872,1.5119988296489162,11.999999392298658,12.182519438418316,1.015210004613482,1.4969113608822227
dp_sgd,200,1,fc2,0.0,0.0,0.00020981520395917864,0.002030845433129846,0.0044729981732086616,0.0,0.0,0.014484933364207314,0.04506489620838196,0.06688045437943099,14.952059282727479,22.1902220889943,69.03783296681644,100000000.0,100000000.0,6.903725235430001e-07,0.06201550387596899,0.683936707332188,1.3662011202113935,11.999999807258593,12.26855668502868,1.0223797401735473,1.4969113608822227
dp_sgd,300,2,conv1,3.8515649808611995e-05,6.427298535353207e-05,0.00014269822475880862,0.00043086395832127127,0.000941036601095664,0.006205997102692655,0.008016929963518887,0.01194563609662338,0.020756315008478576,0.03067629123589926,32.59851500951961,48.18231870314466,83.71251022973665,124.73948265084798,161.13944145028748,8.371257854428242e-07,0.0,0.0605475076139291,0.04461286056370952,6.649676519567171e-07,0.0594408352050958,89388.928380589,1.5709883524104953
dp_sgd,300,2,conv2,0.0,3.518203390605256e-07,0.00010920934007572846,0.000558430609139087,0.0008280591589278218,0.0,0.0005931429522330718,0.01045032714919089,0.02363113628728692,0.02877595466952455,34.751375086560515,42.31703363910065,95.69069486266656,1685.914392063807,100000000.0,9.569078419496413e-07,0.020905172413793104,0.1287190500117228,0.1301296587977056,1.4276228628768754e-05,0.07846441723540316,5496.158248763773,1.5709883524104953
dp_sgd,300,2,fc1,0.0,0.0,7.5167090726332235e-06,0.0002043403629988077,0.000440829714326502,0.0,0.0,0.0027416617356300346,0.014294766979017492,0.020995945187695923,47.62822129616838,69.95562096129996,364.7409669824093,100000000.0,100000000.0,3.6474229734624785e-06,0.11441901688973868,1.5538253697504312,0.9961394541441797,11.999999392373418,12.176985225775333,1.0147488201968895,1.5709883524104953
dp_sgd,300,2,fc2,0.0,0.0,0.0002089310325806395,0.0019560400184728014,0.004529559171816514,0.0,0.0,0.014454446465188711,0.04422713849717338,0.0673019134303385,14.858454325022128,22.610549313810136,69.18281916075338,100000000.0,100000000.0,6.918286372351543e-07,0.05426356589147287,1.3081593204211621,0.981372941074921,11.999999803607675,12.286984557058512,1.0239153965122176,1.5709883524104953
dp_sgd,400,2,conv1,3.888707606022284e-05,6.378562632520792e-05,0.00014284715863844297,0.0004259229026556546,0.0009069796156601874,0.0062359108249311805,0.00798649456779545,0.01195186660605465,0.020637777203488743,0.03011454886749853,33.209943450024504,48.45537419836095,83.66889450656575,125.2142896823552,160.36327322697815,8.366893916749488e-07,0.0,0.06028814458011733,0.037766024816729735,6.667200476164823e-07,0.05859100429598587,87879.33800117428,1.57933169323951
dp_sgd,400,2,conv2,0.0,3.594842057018463e-07,0.00010811196173611422,0.000545302322840082,0.0008319205522668541,0.0,0.0005995693694564985,0.01039769017554229,0.023351706483962897,0.028843029512066545,34.67041817988263,42.82341443096316,96.17511469365687,1667.839530948033,100000000.0,9.617520652348589e-07,0.020905172413793104,0.16255133180177553,0.1418933483408269,1.41148313772156e-05,0.07967419427878691,5644.7141665953,1.57933169323951
dp_sgd,400,2,fc1,0.0,0.0,7.5231514381653515e-06,0.0002046866569751891,0.00044311665049717454,0.0,0.0,0.002742836385598077,0.014306874465572876,0.02105033611119328,47.50515715751741,69.89641961629015,364.5847632048724,100000000.0,100000000.0,3.645860924299899e-06,0.11737671287444232,1.1740663493584618,1.1117329046381628,11.999999392887636,12.166508686303503,1.0138757751532506,1.57933169323951
dp_sgd,400,2,fc2,0.0,0.0,0.00021017804228098925,0.001970231546966144,0.004444875577850157,0.0,0.0,0.01449750705869042,0.04438722909757832,0.06666929400762747,14.999676474355194,22.529059756062853,68.97743748413129,100000000.0,100000000.0,6.897737631385099e-07,0.06201550387596899,0.9770093849099593,0.6676610016291282,11.999999804315486,12.36212225139997,1.0301768710823833,1.57933169323951
dp_sgd,500,3,conv1,3.7039348128604065e-05,6.411381433420017e-05,0.0001433580889885043,0.00041953768064007495,0.0009097401111323957,0.006085995372373886,0.008006977538995187,0.01197322091644935,0.020482438921356712,0.03016008557311947,33.160363974758,48.8231308444715,83.51968607215917,124.8951555206373,164.31142714359257,8.351971511910843e-07,0.0,0.0565362171074951,0.03418986359915237,6.607537846834998e-07,0.04913878566149095,74367.65771590792,1.580336649902165
dp_sgd,500,3,conv2,0.0,3.4695409598840243e-07,0.00010964989444243184,0.0005610461287612024,0.0008480288160743623,0.0,0.0005890274533187895,0.010471384411922243,0.02368641204595725,0.02912092838815465,34.33956676325055,42.218281067688864,95.4982677068952,1697.6886348622095,100000000.0,9.549835634545566e-07,0.021120689655172414,0.17288273560313383,0.1700241382217956,1.4379357886433487e-05,0.0804197848750802,5592.72395314884,1.580336649902165
dp_sgd,500,3,fc1,0.0,0.0,7.573344739303197e-06,0.00020487080935027537,0.0004390594700182048,0.0,0.0,0.0027519710643262216,0.014313308810976798,0.020953745966196938,47.72414079931248,69.86499877058397,363.37459331303637,100000000.0,100000000.0,3.633759137089019e-06,0.10904636711281071,1.568243991602175,1.2479142174058278,11.999999393160554,12.197098446357675,1.016424921930283,1.580336649902165
dp_sgd,500,3,fc2,0.0,4.596709594838975e-13,0.00020760535861038003,0.0018882502622600864,0.00442933797774167,0.0,6.779899273935027e-07,0.01440851045478939,0.04345400131052936,0.0665531107117804,15.02566373569121,23.012835569868958,69.4034404614583,1453511.5489096032,100000000.0,6.940342675516469e-07,0.046511627906976744,1.1198578055226773,1.1670353515641794,0.012717493253665117,4.244371698193303,333.7427913819694,1.580336649902165
dp_sgd,600,3,conv1,3.8687770178132144e-05,6.314593102871893e-05,0.00014157251411956774,0.0004132607189748924,0.0008848660692169824,0.006219937949856092,0.007946250255322078,0.011898423543193287,0.020328210846509907,0.029746668306251105,33.61726697556962,49.19553052842285,84.04469525358408,125.85159566203853,160.77364040390836,8.404474730369373e-07,0.0,0.05666115834419833,0.034975384631709426,6.658267043450095e-07,0.04668485084142064,70115.51267207428,1.5784848304465413
dp_sgd,600,3,conv2,0.0,3.449439902651961e-07,0.00010928926479154902,0.0005506539701301625,0.0008354076990243594,0.0,0.000587318970108361,0.01045415050966229,0.023466017189398534,0.02890331775134139,34.598337809535046,42.614798208300385,95.65569770796918,1702.6253889381169,100000000.0,9.565578753393172e-07,0.020689655172413793,0.20437313445130645,0.16875908830642325,1.4418794610780978e-05,0.07441252381720022,5160.800237820262,1.5784848304465413
