seed,run_id,method,config_fingerprint,step,layer,learning_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,kappa,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,trace_A,trace_G,trace_F,lambdaF_mean,lambdaF_median,lambdaF_q10,lambdaF_q90,gradient_norm_into_adam,adam_first_moment_norm,adam_second_moment_sqrt_norm,adam_normalized_update_norm,parameter_update_norm,filter_gradient_norm_ratio,beta_train,alpha,clean_gradient_distortion
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,conv1,0.001,0.006901492232951198,0.05144778070870443,0.052762135649717004,0.0417735383310373,55.570880060907534,34.396900110448414,0.25347489482992513,0.26762812891263116,0.6829192195425319,0.6227910964276591,0.017995035844875124,0.01973238884734794,0.40026949024462627,0.3810265365646005,,,,,,,0.09474665968486244,0.7819014489650726,0.03313664484509473,0.7559923529624939,0.8504899144172668,0.758381825685501,0.7586655616760254,0.7643225193023682,0.7815658450126648,0.8421415328979491,3.141967296600342,0.00016000017058104277,0.0005027152947150171,3.1419701461032902e-06,1.0585220593384292e-06,6.040955867092635e-07,1.0170162204303768e-05,0.0417735383310373,0.004177353941443617,0.0013209952984118093,12.648964265761862,0.012648961312067294,0.791733272670538,1.0,0.25,0.177575913956563
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,conv2,0.001,0.02757303440901129,0.28254643280205516,0.28317071972099767,0.21397018529334608,105.00513342375314,59.98745237389166,0.07130249282116972,0.07938550673779242,0.7235685001417685,0.5704327145727851,0.00952334391725982,0.012079937751499615,1.0327522801713223,0.42871885957176914,,,,,,,0.1817077159362793,0.755095911475605,0.019798596275299115,0.7501888275146484,0.9583552479743958,0.7502356171607971,0.750383198261261,0.7508125901222229,0.7520387768745422,0.7589173913002014,13.0750093460083,0.0003200027858838439,0.004184039309620857,9.017322235433791e-07,5.676713499269681e-08,1.6424102966539067e-08,6.439123581003514e-07,0.2139701852933461,0.021397018902792247,0.006766331529351271,68.114032467169,0.06811401736766452,0.7556225640283943,1.0,0.25,0.17334565135949526
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,fc1,0.001,0.10240897618422838,1.8676368151382075,1.8704868787383764,1.4047455760649614,332.5897063235518,187.47504024198875,0.05518396210533495,0.06129214516946336,0.7024453637233821,0.5635532302261617,0.003006707606673602,0.0037477343847934553,0.9567760697623612,0.43631737038922525,,,,,,,0.20205391478305268,0.7506677564791504,0.0063432815682770835,0.7500011920928955,0.9884529113769531,0.7500113844871521,0.7500430941581726,0.750135600566864,0.7503381967544556,0.7507144808769226,40.478214263916016,0.0012822934659197927,0.05190495029091835,2.5844810553008613e-07,9.447445048493819e-09,7.915735955599245e-10,4.989235549146542e-08,1.4047455760649614,0.14047456002545194,0.044421956591816976,448.1294320052242,0.44812940140318386,0.7510053088490241,1.0,0.25,0.20110341195148476
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,fc2,0.001,0.036346167108453065,0.15137571652856113,0.15665337466803952,0.11831296433109428,17.345833980790285,9.776051143402967,0.2587676172645198,0.27956795933608247,0.6674904920320271,0.5632252707608155,0.057650730446678816,0.0683231318900623,0.7376295165972547,0.43640351027209967,,,,,,,7.1920380340992605,0.7510637938976288,0.010996419394136762,0.7500014305114746,0.8775597810745239,0.7500016689300537,0.7500027567148209,0.7500461637973785,0.7501280903816223,0.7502408027648926,1.6148760318756104,0.00011374336463632062,0.00018368143355473876,1.4238873473615753e-07,3.214101873538766e-09,1.1522250722983963e-10,1.6785017642462212e-08,0.11831296433109428,0.0118312966315149,0.003741384527988417,35.915971773586215,0.03591596225767713,0.7552532116324241,1.0,0.25,0.19589925598500896
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,conv1,0.001,0.006003575302536331,0.057285329372902025,0.05713736657433401,0.04482028590846365,91.0472624548934,56.32067866789804,0.02785864011084934,0.0277598976920801,0.6731078449677507,0.6159871523594301,0.01098330630694129,0.012001792264703031,0.38513009871058423,0.381412717613142,,,,,,,0.07169647854450101,0.7819014489650726,0.03313664484509473,0.7559923529624939,0.8504899144172668,0.758381825685501,0.7586655616760254,0.7643225193023682,0.7815658450126648,0.8421415328979491,3.141967296600342,0.00016000017058104277,0.0005027152947150171,3.1419701461032902e-06,1.0585220593384292e-06,6.040955867092635e-07,1.0170162204303768e-05,0.04482028590846365,0.006025742769568951,0.0019370445783564246,8.984746037608609,0.008984759052010568,0.7844303753508449,1.0,0.25,0.18383970194522567
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,conv2,0.001,0.025926301679802206,0.28106661701332164,0.2821802548575431,0.21326991326169278,117.52693000241564,67.07487031249434,0.08880847560197457,0.09678477948943892,0.7056915201151588,0.5705157262818881,0.00850868816601502,0.010524703909553523,0.9234727916908476,0.4292808438860216,,,,,,,0.16065172167141348,0.755095911475605,0.019798596275299115,0.7501888275146484,0.9583552479743958,0.7502356171607971,0.750383198261261,0.7508125901222229,0.7520387768745422,0.7589173913002014,13.0750093460083,0.0003200027858838439,0.004184039309620857,9.017322235433791e-07,5.676713499269681e-08,1.6424102966539067e-08,6.439123581003514e-07,0.21326991326169278,0.028821863909508704,0.009550995639382795,48.18832761068712,0.048188329457562455,0.7557931839325921,1.0,0.25,0.18219153916713296
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,fc1,0.001,0.09437374766033489,1.8665248057324675,1.8688132582375185,1.4033196048931544,391.169629541391,220.4992836258702,0.04948362454251305,0.05420166636657302,0.6871252600466313,0.5635682409721635,0.0025564356851012146,0.003116910087204075,0.8608940322874663,0.4363077627362808,,,,,,,0.17159065170790272,0.7506677564791504,0.0063432815682770835,0.7500011920928955,0.9884529113769531,0.7500113844871521,0.7500430941581726,0.750135600566864,0.7503381967544556,0.7507144808769226,40.478214263916016,0.0012822934659197927,0.05190495029091835,2.5844810553008613e-07,9.447445048493819e-09,7.915735955599245e-10,4.989235549146542e-08,1.4033196048931544,0.1893454558912602,0.06277454061591808,317.7368454352234,0.3177368620520407,0.750914837909823,1.0,0.25,0.20648069601267835
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,fc2,0.001,0.03189998952964452,0.15041923832202758,0.15388495703801577,0.11581129910768495,22.23441405639062,12.560876627811435,0.2110686751178733,0.2230146046017502,0.6548099224610398,0.5639888788611087,0.04497532502709184,0.05221785433030756,0.6484471179280646,0.43507049048382584,,,,,,,5.540077223690089,0.7510637938976288,0.010996419394136762,0.7500014305114746,0.8775597810745239,0.7500016689300537,0.7500027567148209,0.7500461637973785,0.7501280903816223,0.7502408027648926,1.6148760318756104,0.00011374336463632062,0.00018368143355473876,1.4238873473615753e-07,3.214101873538766e-09,1.1522250722983963e-10,1.6785017642462212e-08,0.11581129910768495,0.016220261814254226,0.005234139662333109,25.71677923044167,0.025716780634489348,0.7525836269952942,1.0,0.25,0.2030928860222789
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,2,conv1,0.001,0.005725606195204831,0.04758904440932395,0.04903984239656822,0.03895939061948114,69.08297104648071,43.00854165873075,0.30801663264232526,0.3153465595791623,0.6573080958447082,0.6291145510932951,0.014475346875015001,0.015124054845231407,0.19039264007987716,0.3774364219106491,,,,,,,0.06521099831653414,0.7819014489650726,0.03313664484509473,0.7559923529624939,0.8504899144172668,0.758381825685501,0.7586655616760254,0.7643225193023682,0.7815658450126648,0.8421415328979491,3.141967296600342,0.00016000017058104277,0.0005027152947150171,3.1419701461032902e-06,1.0585220593384292e-06,6.040955867092635e-07,1.0170162204303768e-05,0.03895939061948114,0.006762634303841484,0.002294825439801123,7.522389038273144,0.0075223922375272645,0.7944436343092224,1.0,0.25,0.19327281357551335
456,dp_fisher_wiener_beta1_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,2,conv2,0.001,0.025713845590392005,0.2874920509532006,0.28842154593590624,0.21804104448209258,125.00218897670831,71.36945802931997,0.0806662452253219,0.09038164739254304,0.7118014531765652,0.5704079438950095,0.007999859895748177,0.009982876235226248,0.9617330576758019,0.42905433406646365,,,,,,,0.15802955134004432,0.755095911475605,0.019798596275299115,0.7501888275146484,0.9583552479743958,0.7502356171607971,0.750383198261261,0.7508125901222229,0.7520387768745422,0.7589173913002014,13.0750093460083,0.0003200027858838439,0.004184039309620857,9.017322235433791e-07,5.676713499269681e-08,1.6424102966539067e-08,6.439123581003514e-07,0.2180410444820926,0.03416872637946284,0.011775915964196663,39.87587631559085,0.03987587681096888,0.7559804305693105,1.0,0.25,0.18041805920000376
