seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,refresh_time,diagnostic_spectrum_time,beta_observation_time,oracle_diagnostic_time,reconstruction_diagnostic_time,wiener_filter_time,beta_controller_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite,oracle_diagnostics_finite,oracle_diagnostic_error,gradient_norm_into_adam,adam_first_moment_norm,adam_second_moment_sqrt_norm,adam_normalized_update_norm,parameter_update_norm,filter_gradient_norm_ratio,beta_train,alpha,clean_gradient_distortion
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,1,2.30613374710083,0.001,,,1.0,0.11232339510600388,1.8956426988341286,1.8990078838153743,1.4264769047208772,284.82133708192845,160.60836384365783,0.0595074722563965,0.06593856342969602,0.6999844979028742,0.5637476072935691,0.00351097291433897,0.004359444866801781,0.9400371047645368,0.4361083846839243,,,,,,,0.1475608116015792,0.004357796162366867,0.0006962968036532402,0.0006033927202224731,0.013232972472906113,0.00146565493196249,7.80448317527771e-06,10905008,True,True,True,,1.4264769047208772,0.14264769292983936,0.04510916155921169,454.87301807614506,0.4548729848332471,0.7511695537855715,,0.25,0.19891274844909768
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,1,1,2.3022847175598145,0.001,,,1.0,0.10311270345914383,1.8944183407665478,1.8971120022437893,1.4248547590579383,337.5416991135168,190.34142238445463,0.05328115243283814,0.05815931465897039,0.6851586100210707,0.5637717552338033,0.002962596925156092,0.003600479755571922,0.8468780557767951,0.4360950872609405,,,,,,,0.0,0.0,0.0006243707612156868,0.0005430616438388824,0.013219576328992844,0.0013133883476257324,6.631016731262207e-06,10905008,True,True,True,,1.4248547590579381,0.19230654688578694,0.06374176673850833,322.5227065810864,0.3225227237017777,0.7510651755788306,,0.25,0.20463304723162962
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,2,1,2.300746202468872,0.001,,,1.0,0.1079190002370277,1.8944253400392712,1.8978325416255264,1.4254441142530687,308.1478640415963,173.72424828898366,0.059975672397572934,0.06583827059409611,0.699944908168023,0.5637164068480148,0.003245195299419212,0.0040294337692491616,0.9400318351374377,0.43623088600904747,,,,,,,0.0,0.0,0.00064883753657341,0.000581253319978714,0.013370073400437832,0.0013755857944488525,6.819143891334534e-06,10905008,True,True,True,,1.4254441142530687,0.22433495318142171,0.07804383950364521,264.0655090003301,0.26406551468247286,0.7510905640980058,,0.25,0.19918857277817675
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,3,1,2.2831830978393555,0.001,,,1.0,0.10667616013283894,1.8974320166350147,1.9000863990583703,1.427198107194302,316.3717520352351,178.41037061560084,0.05293663759807209,0.059111918200387976,0.6989231920399102,0.5637127367097561,0.003160838455009962,0.003918987737594025,0.9337160419158007,0.4360736397360745,,,,,,,0.0,0.0,0.0006565116345882416,0.0005789110437035561,0.01312349271029234,0.001392727717757225,6.399117410182953e-06,10905008,True,True,True,,1.4271981071943018,0.24792557653981329,0.09012016786609467,229.96654529476814,0.22996654732741553,0.7511227425771699,,0.25,0.19966688806269062
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,4,1,2.281428337097168,0.001,,,1.0,0.11043974648785648,1.8979341091766517,1.9009584096771064,1.4278170340514005,295.3326481895188,166.53763374414194,0.05641082253446163,0.06217760245029535,0.6903115764546776,0.5637200032616193,0.0033860123696043977,0.0041463909803150295,0.8798171076609218,0.43610151209145576,,,,,,,0.0,0.0,0.0006561176851391792,0.0005800649523735046,0.01305101253092289,0.0013961438089609146,6.443820893764496e-06,10905008,True,True,True,,1.4278170340514005,0.26571867253247483,0.10075805028449049,206.76419612450326,0.20676422581740564,0.7511037731193325,,0.25,0.2018097107333814
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,5,1,2.282031774520874,0.001,,,1.0,0.12147835104797436,1.9004226535479252,1.9046360689989539,1.430953956573025,244.7386843351604,138.0141369786412,0.06653630617641122,0.07396024358769253,0.7153382281593101,0.5638445371598485,0.004085990748248431,0.005183814313510628,1.033520575596412,0.4360755131395663,,,,,,,0.0,0.0,0.0006509479135274887,0.0005656061694025993,0.013071179389953613,0.001401684246957302,6.345100700855255e-06,10905008,True,True,True,,1.430953956573025,0.2796668723827737,0.11040680216850032,189.9427657378721,0.1899427631533628,0.75130046094586,,0.25,0.19210892972533694
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,6,1,2.2695488929748535,0.001,,,1.0,0.11648503220468924,1.9000190428614667,1.9039369797500798,1.4302684938246808,266.05759385806317,150.0151816484826,0.06419064333749261,0.07117535470998695,0.7077060743614279,0.5637576473056016,0.0037585846937317857,0.004718292038544505,0.987604771737459,0.43615523438706516,,,,,,,0.0,0.0,0.0006653284654021263,0.000577511265873909,0.013041031546890736,0.0014055799692869186,7.884576916694641e-06,10905008,True,True,True,,1.4302684938246806,0.2897991661266315,0.1192608088378592,176.77454166682108,0.17677453485260067,0.7512163002435222,,0.25,0.19566074444492673
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,7,1,2.266425132751465,0.001,,,1.0,0.10491932245590992,1.9014136908654238,1.9043436647684875,1.4303145985252776,328.4295903180062,185.18869421119936,0.0554518582913081,0.06076884869709298,0.6869143494510587,0.5637362330305968,0.003044792641675855,0.0037100892834496858,0.8582663964113746,0.43613882649295765,,,,,,,0.0,0.0,0.0005284193903207779,0.000457247719168663,0.014332483522593975,0.001105290837585926,6.186775863170624e-06,10905008,True,True,True,,1.4303145985252779,0.297992851205781,0.1274939901215646,166.43689401036255,0.16643689377362497,0.7510800833835641,,0.25,0.20413391085932803
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,8,1,2.259824514389038,0.001,,,1.0,0.10806095396391574,1.8965725859568168,1.8996788804100706,1.4268477992667328,308.03590629004333,173.68685846194134,0.057164159944478425,0.06291366038391617,0.6917568056418891,0.5637171982520336,0.0032463747877901463,0.003983738406904608,0.888921557605677,0.43614736167039125,,,,,,,0.0,0.0,0.0006109261885285378,0.0005708830431103706,0.013453271239995956,0.0013916175812482834,6.620772182941437e-06,10905008,True,True,True,,1.4268477992667328,0.3044865710615749,0.1351826828795079,158.19878435785057,0.15819879145609314,0.7510994694844052,,0.25,0.20179704333534773
456,dp_fisher_wiener_adaptive_beta_alpha0p25_adam,dp_fisher_wiener_adaptive_beta,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,9,1,2.255364418029785,0.001,,,1.0,0.12018637238577727,1.8942913189375499,1.8980508085259762,1.425731772970272,248.41801320604722,140.07638382937014,0.0629099921560385,0.06940484693036754,0.7028566529640093,0.5637287490659681,0.004025472980097681,0.005018957202858383,0.9579657650126137,0.43612630170604216,,,,,,,0.0,0.0,0.0007067378610372543,0.0006001759320497513,0.01290458720177412,0.0014330875128507614,7.391907274723053e-06,10905008,True,True,True,,1.4257317729702723,0.3098819723027337,0.14243874055733974,151.3763076997123,0.15137630910424438,0.751155747025283,,0.25,0.19730471653190218
