clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,method_clip_cosine,cos_method_adam_noisy,cos_method_adam_current_noise_off,noise_degradation_method,method_direction_norm,method_direction_norm_current_noise_off,loss_progress_adam,loss_progress_method,loss_progress_current_noise_off,candidate_loss_adam,candidate_loss_method,candidate_loss_current_noise_off,method_update_norm,seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,batch_hash,noise_hash
1.0,0.001089786528609693,0.0002530175262698822,0.23217164980164173,704.7882080078125,937.9698486328125,1262.226806640625,1653.165283203125,0.0007922507356852293,0.0010661324486136436,0.001418866217136383,0.00064986536744982,0.02062222547829151,0.9602988958358765,0.018429018557071686,0.9516999985567772,0.9990711103590569,0.0009289345882690184,0.307029498167912,0.10530177897667801,1.9027749499316788,1.897935625156794,1.905713542352099,0.19057136158351576,0.055482271148118226,0.9516999985062875,0.02678348937865983,0.5125689592537647,0.48578546987510485,1.905713542352099,0.10530177899132347,-7.2958113731737635,0.018761082998047823,0.3560595600769704,314.14605712890625,2.298151969909668,2.297977924346924,0.19057136158351576,91,syn_diag_beta2,1,1,2.301727294921875,,,True,43b6af296bccd51ab7beeddbf95f0ccfc36c5133fecfa99396ab386f56be10ff,dfd11d95addf9285ed918569e021d6d84ca0a1f188de1e200017f4876b0f0cd8
1.0,0.001136854523792863,0.00028777692961472835,0.25313435049813177,679.2576904296875,919.66064453125,1190.341552734375,1456.3192138671875,0.0008400961523875594,0.0010873576393350959,0.0014722112100571394,0.0006634828168898821,0.021459678187966347,0.9601989388465881,0.017677895724773407,0.9690808715802453,0.9989525782286633,0.001047457372853872,0.2467433167004177,0.12825162752479083,1.9000100044822978,1.897935625156794,1.904346187720148,0.1904346256091027,0.0675742769274,0.9690808716414014,0.030841466585388482,0.47761645043668843,0.44677498385129993,1.904346187720148,0.12825162754239605,,,,,,,0.1904346256091027,91,syn_diag_beta2,2,1,2.2934045791625977,,,False,d1086845ed7f3b94aa830e7183806d3880e77daeb6e345f8835e1ebd38dcdb00,eb753a0728b522b9f6dcb1554465af4a0c0dd62b7e337f5d20e0671d468a343e
1.0,0.0011368810664862394,0.00027597127611742685,0.24274420456554963,692.442138671875,905.8821411132812,1176.2630615234375,1595.090087890625,0.0008501525735482574,0.001103896414861083,0.0014441973762586713,0.000718971248716116,0.023054273799061775,0.9575276374816895,0.018699081614613533,0.9669086610649925,0.9989906553675075,0.0010093801339042781,0.2551227962305578,0.12954733877700447,1.896877318423304,1.897935625156794,1.901679475824843,0.19016795526087552,0.06825697197513426,0.9669086609992655,0.03534517288967831,0.5277371274478316,0.4923919545581533,1.9016794758248432,0.1295473388025522,,,,,,,0.19016795526087552,91,syn_diag_beta2,3,1,2.3165688514709473,,,False,6bef7945f3b12ebb96d02843c1aaf98132e92ef1563b39ad4cbb9562b9fc5fc6,50f334001aa3b8d54cdebdf0c239726dbf82adfe106a1d460c44955b91cc0ffd
1.0,0.0011262332554906607,0.0002667605386416845,0.23686082805146136,681.5323486328125,926.1033935546875,1180.9371337890625,1638.9969482421875,0.0008467902662232518,0.001079796813428402,0.0014673201367259026,0.0007032551802694798,0.021674085408449173,0.9569007158279419,0.020721957087516785,0.943204745916801,0.9990742143411147,0.0009258388772689847,0.33221199147256963,0.11916747162809463,1.9006107229571791,1.897935625156794,1.9040538376903609,0.1904053904693305,0.0627879418292636,0.9432047458667009,0.03175795305258732,0.5311832039463152,0.4994252508937279,1.9040538376903609,0.11916747157476343,,,,,,,0.1904053904693305,91,syn_diag_beta2,4,1,2.3048300743103027,,,False,4f7f03461b05a1a7b98870947384dda59eafdff7c4d3f9da6355993e59e7d16e,4150a82cf1b6309fce5f7bde599c02c72ea0bdfe00b17e5963d1ace13e113f81
1.0,0.0010987346759065986,0.00027829331519484016,0.25328526949584235,689.093994140625,945.321044921875,1245.1685791015625,1563.6396484375,0.0008031131001189351,0.0010578419314697385,0.001451238989830017,0.0006513854605145752,0.021231215447187424,0.9559797048568726,0.022137664258480072,0.9503914166490329,0.9989887647095237,0.0010112901225236297,0.31105651441204796,0.11577223107585743,1.9060872514180285,1.897935625156794,1.909680233852424,0.19096802968474738,0.06099902944086007,0.9503914166149439,0.03331170743635475,0.5329410910096718,0.49962938357331704,1.909680233852424,0.11577223108888755,,,,,,,0.19096802968474738,91,syn_diag_beta2,5,1,2.296215534210205,,,False,c3a9c04a1745fc34391919a46e2192ed7b34e9e6cb30fc0ccd1773dac18f220f,0649549f1da6269a47fe2f873d532472ae21329651fb1d76492a9119eca364ec
1.0,0.0010418989695608616,0.00024828558174344644,0.2383009953605462,737.9068603515625,977.4706420898438,1347.4705810546875,1759.1783447265625,0.0007422252674587071,0.0010230550542473793,0.0013551852898672223,0.0005924859433434904,0.018819574266672134,0.9549349546432495,0.025653017684817314,0.9521451385852373,0.9989043505670175,0.0010957113585843058,0.3056462580615629,0.1276605847392091,1.8988381974993118,1.897935625156794,1.902867148522931,0.1902867218411074,0.0672628634222488,0.9521451388033668,0.029826678396845864,0.46350627731573596,0.4336795989188901,1.902867148522931,0.1276605848192867,,,,,,,0.1902867218411074,91,syn_diag_beta2,6,1,2.297774314880371,,,False,9e1535e081b0548e6b2c5b74df151a637c475b5c9eccd0ec1bda0884c9c8f69e,c80a0ff94c17f4ec3f017529b6c2668ab32315560b31278767965b170cce60fe
1.0,0.0009445768664591014,0.0002456955256471994,0.2601117244808691,807.3299560546875,1094.324462890625,1559.597412109375,1897.4388427734375,0.0006411919021047652,0.000913825468160212,0.0012386816088110209,0.0005188511568121612,0.016419406980276108,0.9557308554649353,0.027330923825502396,0.9180177374261486,0.9989989695059538,0.0010011240887224343,0.39653932184437096,0.1441434597475139,1.8969895020107848,1.897935625156794,1.9025457177963854,0.19025457852542624,0.07594749676271546,0.9180177373052044,0.03162905100929632,0.45515714441785426,0.42352809340855796,1.9025457177963851,0.14414345977084475,,,,,,,0.19025457852542624,91,syn_diag_beta2,7,1,2.303835391998291,,,False,ca8bc083a832c81f8406aa0828ab5b32f6e744fff59a1d414727313c2ae2d795,6d599bc74d6f93c8269e4317dedde8592591730256e062cdb6cdc97b7050cba1
1.0,0.0009061689488589764,0.0002254958457667037,0.24884526323052047,838.8737182617188,1131.548583984375,1591.201416015625,1806.4249267578125,0.0006284560076892376,0.0008837459608912468,0.0011920745018869638,0.00046214391477406025,0.014759311452507973,0.9339425563812256,0.05083601921796799,0.8072084847449675,0.999047434401307,0.0009528085504035795,0.5902664331897222,0.13357741001603693,1.8979149829375386,1.897935625156794,1.9026762976239384,0.1902676370331504,0.07038036919978849,0.8072084847578072,0.0339971466540689,0.4481444427791638,0.41414729612509493,1.9026762976239384,0.13357741006535925,,,,,,,0.1902676370331504,91,syn_diag_beta2,8,1,2.2930355072021484,,,False,c3c6632fc15f5b7df121e05267bcf199d41e842af4104912f20f603d7b4a1ed1,d8a64e09744b885cc9dd7cefe275a7c8e4d047afd7cc104538d852cd8a364776
1.0,0.0008879044326022267,0.00021652019413272164,0.2438552872994191,898.2109985351562,1153.39013671875,1643.9832763671875,1865.30859375,0.0006082793697714806,0.0008670094539411366,0.0011133246589452028,0.0004415813600644469,0.01424855925142765,0.9077279567718506,0.07758184522390366,0.9147575376633995,0.9989239664514318,0.0010761466161847472,0.4040032763307315,0.1609044252521003,1.9014692528858994,1.897935625156794,1.9083910566045048,0.19083911212326907,0.08477865272101773,0.9147575377393449,0.037853842678467815,0.41015338019010317,0.37229953751163536,1.908391056604505,0.16090442496724322,,,,,,,0.19083911212326907,91,syn_diag_beta2,9,1,2.284492015838623,,,False,c99a7c936188c3704fc9ec3e9db0b7ede426ed2c02752ae2b92eb45a30f1ced9,cb63ded32556a7172b0a4a97fc8b0a2fddb742abcd84482353ecd014294b8d64
1.0,0.0008100060513243079,0.00019230404606209668,0.23741063117805972,980.86181640625,1251.765869140625,1683.7698974609375,1928.2216796875,0.0005939087714068592,0.0007988792494870722,0.001019513001665473,0.0003726602881215513,0.01230187900364399,0.8692703247070312,0.11805513501167297,0.7490147512336177,0.9994451337296811,0.0005549868397870033,0.662553320439954,0.10410513388639767,1.89275723798092,1.897935625156794,1.8963125435015498,0.18963126167612318,0.05485177289811522,0.749014750032319,0.030872681438908235,0.47995311174852584,0.4490804303096176,1.89631254350155,0.10410513403680319,,,,,,,0.18963126167612318,91,syn_diag_beta2,10,1,2.2842025756835938,,,False,0e9dad87bbc9a5b6fec18f9a7fed7e9df7e55c37704f56586d84b811bef5daec,21d7bdc6fe4e83f4f46bc0cded063022e9e063481e9f5bf61048c5e04189c74a
