seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,refresh_time,diagnostic_spectrum_time,beta_observation_time,oracle_diagnostic_time,reconstruction_diagnostic_time,wiener_filter_time,beta_controller_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite,oracle_diagnostics_finite,oracle_diagnostic_error
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,1,2.3067173957824707,1.0,,,1.0,0.10232851681315358,1.8980261676600805,1.9007811897798015,0.0829792908915913,344.041658491307,1.0187803671310862,0.053821285786439764,0.3938755586422454,0.23941664405616905,0.001025906065992739,0.0029066247508787923,0.6783216966270388,23.6804674097828,0.9970387877689046,0.4893022011560637,0.4893022011560637,0.0829792908915913,0.05116425840657679,1.621821433051458,1.0218633777196158,0.15502105187624693,0.004723645746707916,0.0006701378151774406,0.0005832985043525696,0.014459898695349693,0.0014371927827596664,6.511807441711426e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,1,1,2.3103206157684326,1.0,,,1.0,0.10743708486039948,1.9019209135986197,1.9049159914433502,0.08081860979386399,313.3837521721942,0.9047056136603179,0.05605554254500081,0.4394609446517179,0.3033921217548132,0.0010089915307484652,0.0031909758977026396,0.9594896670470083,24.78116778086136,0.9971131061920435,0.5508104226998735,0.5508104226998735,0.08081860979386399,0.05371854243019974,1.504482551762695,0.9077533383414808,0.0,0.0,0.0006948988884687424,0.0006082886829972267,0.014863090589642525,0.0014398843050003052,6.5052881836891174e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,2,1,2.304863452911377,1.0,,,1.0,0.0925359275323989,1.9008806983677524,1.9030497074488046,0.07351022215100447,421.9771714944767,1.1370400029612246,0.04773882061605577,0.3109441257613526,0.21088196249146754,0.0010214806541515744,0.002369796442640095,0.48923816855571134,23.148092883451486,0.9973054466455283,0.459218861210499,0.459218861210499,0.07351022215100447,0.04626796376619945,1.588793112246659,1.08880545254808,0.0,0.0,0.0006878413259983063,0.0006312988698482513,0.015030433423817158,0.0015023984014987946,6.748363375663757e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,3,1,2.296983003616333,1.0,,,1.0,0.10655740865151415,1.8961725150674233,1.8993407064875123,0.07701651368124632,316.6564900134207,0.9778810050591727,0.05775860870057155,0.37668661398846265,0.2295977169485125,0.0009369153918783234,0.003157996224455303,0.7738892213756496,23.892671913185872,0.9969118554777846,0.47916355970431695,0.47916355970431695,0.07701651368124632,0.05327870432575708,1.4455402895856062,1.0434850269237865,0.0,0.0,0.0006878497079014778,0.0006344364956021309,0.014951846562325954,0.0014992598444223404,6.973743438720703e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,4,1,2.291314125061035,1.0,,,1.0,0.09538402720595811,1.9031808489868873,1.9052838809760924,0.07681401532197286,398.11524482872426,1.2034825187300666,0.04706733135657301,0.2763190903462435,0.1832966057247212,0.001184603942215063,0.002511835487033478,0.3886623220200744,21.895812489873666,0.9969770499010971,0.4281315285338388,0.4281315285338388,0.07681401532197286,0.047692013602979054,1.6106263820147049,1.1678654027445985,0.0,0.0,0.0006793392822146416,0.000602460466325283,0.014586417935788631,0.0014404719695448875,6.46151602268219e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,5,1,2.287137031555176,1.0,,,1.0,0.10493341537344664,1.8970184430336041,1.899576992018631,0.07353245236545262,326.825165127319,1.0069802543690474,0.05198638056110791,0.3453961874825184,0.2410860449567372,0.0010360188302901549,0.003059739905644478,0.7120146572149383,23.66804423096495,0.9969189023312311,0.49100513740360924,0.49100513740360924,0.07353245236545262,0.05246670768672332,1.4015068908670723,1.018319284077019,0.0,0.0,0.0006743539124727249,0.0006062118336558342,0.01469462364912033,0.0014243153855204582,6.360001862049103e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,6,1,2.283909797668457,1.0,,,1.0,0.11011210634817947,1.9022060921816144,1.9050450069694176,0.07415441860450062,298.4317294292072,0.9816912511795385,0.05466296273867403,0.3503157254199799,0.21311191731205584,0.0009991081959194027,0.003350850131887411,0.7147435072696108,23.2899521451245,0.996710499741241,0.4616404632525791,0.4616404632525791,0.07415441860450062,0.055056053174089736,1.3468894758706023,1.083093965542076,0.0,0.0,0.0007571037858724594,0.0006720218807458878,0.014241489581763744,0.001598353497684002,7.407739758491516e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,7,1,2.2860770225524902,1.0,,,1.0,0.11018749351037775,1.8973013565549175,1.900249390069938,0.08879937244953495,296.4886183781724,0.993342706085025,0.0557268513975322,0.4070770751734384,0.2530761259482539,0.001153353162357345,0.003372810752019676,0.7400837023742448,23.412888667804694,0.9966496430402002,0.5030667211695223,0.5030667211695223,0.08879937244953495,0.055093746755188876,1.6117867757752344,0.9939039474458045,0.0,0.0,0.0005799094215035439,0.0004998790100216866,0.016085386276245117,0.0012207003310322762,7.287599146366119e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,8,1,2.272873878479004,1.0,,,1.0,0.1065420779696045,1.903927889145013,1.9066797446186659,0.07916473163836733,319.3439297335843,1.037736068389831,0.05374933909769221,0.34612549980764645,0.2069174001917326,0.0010672251118879663,0.003131420098531033,0.6071308652394174,22.875409772028238,0.9967504124181872,0.4548817430846534,0.4548817430846534,0.07916473163836733,0.05327103898480225,1.4860744814732494,1.099186783378666,0.0,0.0,0.0007550530135631561,0.0006934721022844315,0.014709611423313618,0.0015664668753743172,7.826834917068481e-06,10905008,True,True,True,
42,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,9,1,2.2806875705718994,1.0,,,1.0,0.09329197565124002,1.8975386373361673,1.8995824582053475,0.07417694275923746,413.70681471360433,1.1689932906683356,0.04645191912361477,0.2912816269591761,0.18797267964640282,0.0010807722167014094,0.002417170721679051,0.4204050128518586,22.403605605212555,0.9971743436436326,0.43355816178040385,0.43355816178040385,0.07417694275923746,0.04664598782562001,1.5902105671970792,1.153247808657551,0.0,0.0,0.0006840256974101067,0.0006339997053146362,0.014431297779083252,0.0014436710625886917,6.966292858123779e-06,10905008,True,True,True,
